# noha-core TIA kill-matrix — a CACHE with ZERO authority over any verdict.
# It only remembers which test killed each mutant last time, so a run can try that one
# focused test FIRST; a missing, stale, or wrong row costs one fallback to the full kill
# set, never a classification. Safe to delete at any time.
# Columns: file<TAB>op<TAB>killer_test<TAB>text (text LAST — a trimmed source line can
# itself contain tabs, so it must absorb the remainder).
cli/src/main.rs	&&→||	dispatch::specialization::tests::each_value_lands_at_its_own_offset	.any(|kind| kind.host_visible && kind.host_coherent && kind.host_cached);
cli/src/main.rs	>→<	dispatch::specialization::tests::each_value_lands_at_its_own_offset	if limits.timestamp_period_ns > 0.0 {
cli/src/main.rs	>→>=	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if limits.timestamp_period_ns > 0.0 {
cli/src/main.rs	cond→!(cond)	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if cached {
cli/src/main.rs	cond→!(cond)	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if limits.timestamp_period_ns > 0.0 {
cli/src/main.rs	cond→!(cond)	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if names.is_empty() {
cli/src/main.rs	cond→!(cond)	dispatch::specialization::tests::each_value_lands_at_its_own_offset	if usable.is_empty() {
cli/src/main.rs	cond→false	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if cached {
cli/src/main.rs	cond→false	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if limits.timestamp_period_ns > 0.0 {
cli/src/main.rs	cond→false	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if names.is_empty() {
cli/src/main.rs	cond→false	dispatch::specialization::tests::each_value_lands_at_its_own_offset	if usable.is_empty() {
cli/src/main.rs	cond→true	dispatch::specialization::tests::each_value_lands_at_its_own_offset	if cached {
cli/src/main.rs	cond→true	dispatch::specialization::tests::each_value_lands_at_its_own_offset	if limits.timestamp_period_ns > 0.0 {
cli/src/main.rs	cond→true	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if names.is_empty() {
cli/src/main.rs	cond→true	fuzz::interpret::tests::a_butterfly_pairs_within_the_subgroup_and_not_across_it	if usable.is_empty() {
runner/src/dispatch/grid.rs	*→/	dispatch::grid::tests::the_total_is_counted_in_something_wider_than_either_axis	(self.x as u64) * (self.y as u64)
runner/src/dispatch/grid.rs	==→!=	dispatch::grid::tests::a_grid_that_needs_no_flooring_passes_its_counts_through	if self.x == 0 { 1 } else { self.x },
runner/src/dispatch/grid.rs	==→!=	dispatch::grid::tests::a_grid_that_needs_no_flooring_passes_its_counts_through	if self.y == 0 { 1 } else { self.y },
runner/src/dispatch/run.rs	<<→>>	generated_narrow_programs_agree_with_the_cpu_reference	[low, high] => u32::from(*low) | (u32::from(*high) << 16),
runner/src/dispatch/run.rs	>>→<<	generated_narrow_programs_agree_with_the_cpu_reference	.flat_map(|word| [*word as u16, (word >> 16) as u16])
runner/src/dispatch/specialization.rs	*→/	dispatch::specialization::tests::each_value_lands_at_its_own_offset	.offset((index * size_of::<u32>()) as u32)
runner/src/dispatch/specialization.rs	==→!=	dispatch::specialization::tests::each_value_lands_at_its_own_offset	.find(|(existing, _)| *existing == spec_id)
runner/src/fuzz/domain.rs	&→|	fuzz::domain::tests::a_narrow_domain_never_produces_a_value_outside_its_width	value & self.mask()
runner/src/fuzz/domain.rs	*→/	a_strip_mined_dot_product_folds_four_products_per_lane	(f32::from_bits(left) * f32::from_bits(right)).to_bits()
runner/src/fuzz/domain.rs	*→/	generated_float_programs_agree_with_the_cpu_reference	Self::Float => (f32::from_bits(left) * f32::from_bits(right)).to_bits(),
runner/src/fuzz/domain.rs	+→-	fuzz::domain::tests::a_float_sum_within_the_ceiling_is_exact_whatever_the_order	(f32::from_bits(left) + f32::from_bits(right)).to_bits()
runner/src/fuzz/domain.rs	+→-	fuzz::domain::tests::a_float_sum_within_the_ceiling_is_exact_whatever_the_order	Self::Float => (f32::from_bits(left) + f32::from_bits(right)).to_bits(),
runner/src/fuzz/domain.rs	-→+	fuzz::domain::tests::a_narrow_domain_never_produces_a_value_outside_its_width	bits => (1 << bits) - 1,
runner/src/fuzz/domain.rs	-→+	fuzz::domain::tests::an_unsigned_domain_refuses_to_hold_a_negative	let spare = 32 - self.bits();
runner/src/fuzz/domain.rs	-→+	fuzz::domain::tests::the_extremes_bracket_everything_the_generator_can_produce	self.truncate(1 << (self.bits() - 1))
runner/src/fuzz/domain.rs	<<→>>	fuzz::domain::tests::an_unsigned_domain_refuses_to_hold_a_negative	((value << spare) as i32) >> spare
runner/src/fuzz/domain.rs	<<→>>	fuzz::domain::tests::a_narrow_domain_never_produces_a_value_outside_its_width	bits => (1 << bits) - 1,
runner/src/fuzz/domain.rs	<<→>>	fuzz::domain::tests::the_extremes_bracket_everything_the_generator_can_produce	self.truncate(1 << (self.bits() - 1))
runner/src/fuzz/domain.rs	>>→<<	fuzz::domain::tests::an_unsigned_domain_refuses_to_hold_a_negative	((value << spare) as i32) >> spare
runner/src/fuzz/domain.rs	>>→<<	fuzz::domain::tests::a_narrow_domain_never_produces_a_value_outside_its_width	self.mask() >> 1
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::comparison_is_ordered_for_floats	Self::Float => f32::from_bits(left) > f32::from_bits(right),
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::min_and_max_are_each_others_opposite	Self::Signed => (left as i32) > (right as i32),
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::min_and_max_are_each_others_opposite	Self::Unsigned => left > right,
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::comparison_is_ordered_for_floats	return f32::from_bits(left) > f32::from_bits(right);
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::min_and_max_are_each_others_opposite_in_every_domain	self.signed_value(left) > self.signed_value(right)
runner/src/fuzz/domain.rs	>→<	fuzz::domain::tests::min_and_max_are_each_others_opposite_in_every_domain	self.truncate(left) > self.truncate(right)
runner/src/fuzz/domain.rs	>→>=	generated_float_programs_agree_with_the_cpu_reference	Self::Float => f32::from_bits(left) > f32::from_bits(right),
runner/src/fuzz/domain.rs	>→>=	module::layout::tests::the_version_word_places_major_and_minor_in_their_own_bytes	Self::Signed => (left as i32) > (right as i32),
runner/src/fuzz/domain.rs	>→>=	module::constants::tests::constants_of_different_types_are_distinct_even_with_the_same_bits	Self::Unsigned => left > right,
runner/src/fuzz/domain.rs	>→>=	generated_float_programs_agree_with_the_cpu_reference	return f32::from_bits(left) > f32::from_bits(right);
runner/src/fuzz/domain.rs	>→>=	generated_narrow_programs_agree_with_the_cpu_reference	self.signed_value(left) > self.signed_value(right)
runner/src/fuzz/domain.rs	>→>=	a_strip_mined_dot_product_folds_four_products_per_lane	self.truncate(left) > self.truncate(right)
runner/src/fuzz/domain.rs	cond→!(cond)	fuzz::domain::tests::min_and_max_are_each_others_opposite	if self.greater(left, right) {
runner/src/fuzz/domain.rs	cond→!(cond)	fuzz::interpret::tests::elementwise_steps_run_before_the_reduction	if self.is_float() {
runner/src/fuzz/domain.rs	cond→!(cond)	fuzz::domain::tests::the_extremes_bracket_everything_the_generator_can_produce	if self.is_signed() {
runner/src/fuzz/domain.rs	cond→false	generated_float_programs_agree_with_the_cpu_reference	if self.greater(left, right) {
runner/src/fuzz/domain.rs	cond→false	generated_float_programs_agree_with_the_cpu_reference	if self.is_float() {
runner/src/fuzz/domain.rs	cond→false	fuzz::domain::tests::the_extremes_bracket_everything_the_generator_can_produce	if self.is_signed() {
runner/src/fuzz/domain.rs	cond→true	fuzz::domain::tests::min_and_max_are_each_others_opposite	if self.greater(left, right) {
runner/src/fuzz/domain.rs	cond→true	fuzz::interpret::tests::elementwise_steps_run_before_the_reduction	if self.is_float() {
runner/src/fuzz/domain.rs	cond→true	fuzz::domain::tests::the_extremes_bracket_everything_the_generator_can_produce	if self.is_signed() {
runner/src/fuzz/generate.rs	%→*	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	self.next() % bound
runner/src/fuzz/generate.rs	+→-	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	1 => Op::MulConstant(1 + rng.below(3) as u32),
runner/src/fuzz/generate.rs	+→-	module::constants::tests::constants_of_different_types_are_distinct_even_with_the_same_bits	ELEMENTWISE + 3
runner/src/fuzz/generate.rs	+→-	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	Kind::MulConstant => Op::MulConstant(1 + rng.below(3) as u32),
runner/src/fuzz/generate.rs	+→-	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	add: 1 + rng.below(8) as u32,
runner/src/fuzz/generate.rs	+→-	fuzz::generate::coverage::every_generated_program_dispatches_and_reads_something	groups: 1 + rng.below(2) as u32,
runner/src/fuzz/generate.rs	+→-	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	let steps_wanted = 1 + rng.below(4) as usize;
runner/src/fuzz/generate.rs	+→-	fuzz::generate::tests::the_generator_reaches_every_operation_it_knows	n if n == ELEMENTWISE + 1 => Op::AddIfAnyAbove {
runner/src/fuzz/generate.rs	<<→>>	module::constants::tests::constants_of_different_types_are_distinct_even_with_the_same_bits	n if n == ELEMENTWISE => Op::ButterflyAdd(1 << rng.below(4)),
runner/src/fuzz/generate.rs	<→<=	fuzz::generate::coverage::a_whole_subgroup_program_does_ask_for_shuffles_and_votes	let clustered = lanes < subgroup;
runner/src/fuzz/generate.rs	<→>	fuzz::generate::tests::a_clustered_program_never_asks_for_a_shuffle_or_a_vote	let clustered = lanes < subgroup;
runner/src/fuzz/generate.rs	==→!=	kernel::tests::a_clustered_kernel_does_declare_it	n if n == ELEMENTWISE + 1 => Op::AddIfAnyAbove {
runner/src/fuzz/generate.rs	==→!=	fuzz::generate::tests::the_generator_reaches_every_operation_it_knows	n if n == ELEMENTWISE => Op::ButterflyAdd(1 << rng.below(4)),
runner/src/fuzz/generate.rs	>>→<<	fuzz::generate::coverage::the_generator_is_splitmix64	z = (z ^ (z >> 27)).wrapping_mul(0x94D0_49BB_1331_11EB);
runner/src/fuzz/generate.rs	>>→<<	the_fuzzer_notices_when_the_answer_is_wrong	z = (z ^ (z >> 30)).wrapping_mul(0xBF58_476D_1CE4_E5B9);
runner/src/fuzz/generate.rs	>>→<<	fuzz::generate::coverage::the_generator_is_splitmix64	z ^ (z >> 31)
runner/src/fuzz/generate.rs	^→&	fuzz::generate::coverage::the_generator_is_splitmix64	z = (z ^ (z >> 27)).wrapping_mul(0x94D0_49BB_1331_11EB);
runner/src/fuzz/generate.rs	^→&	fuzz::generate::coverage::the_generator_is_splitmix64	z = (z ^ (z >> 30)).wrapping_mul(0xBF58_476D_1CE4_E5B9);
